source_name,any_value(e.start_time),iso3_country,sum(e.emissions_quantity),capacity,co2_per_m2
King and Queen County,2021-01-01,USA,972.9221100000001,4786.873,0.2032
Hocking County,2021-01-01,USA,37436.45673000001,184327.118,0.2031
Rappahannock County,2021-01-01,USA,679.4983,3346.756,0.203
Saint Croix County,2021-01-01,USA,248490.9630199999,1225200.935,0.2028
Johnson County,2021-01-01,USA,2257.5266599999995,11134.394,0.2028
New Bedford Urban Area,2021-01-01,USA,357361.2188999999,1763628.095,0.2026
Jones County,2021-01-01,USA,15566.076330000005,76898.982,0.2024
Tuscola County,2021-01-01,USA,36035.27917,178916.627,0.2014
Lake County,2021-01-01,USA,20373.46213,101224.91,0.2013
Edmonson County,2021-01-01,USA,1340.90385,6665.124,0.2012
Kennebec County,2021-01-01,USA,182454.93347999998,906906.771,0.2012
Lewis County,2021-01-01,USA,2567.257079999999,12761.367,0.2012
Crawford County,2021-01-01,USA,93385.88366999998,464654.846,0.201
Meigs County,2021-01-01,USA,5243.135660000002,26086.098,0.201
Monroe County,2021-01-01,USA,705.0245699999999,3511.87,0.2008
Suffolk County,2021-01-01,USA,1395601.2001500002,6973506.885,0.2001
Patrick County,2021-01-01,USA,1794.3410900000001,8973.671,0.2
Cherokee County,2021-01-01,USA,378849.28245999996,1896825.484,0.1997
Fairfax City County,2021-01-01,USA,141062.69210999997,706239.491,0.1997
Plymouth County,2021-01-01,USA,592698.2045199998,2968056.182,0.1997
Prince Edward County,2021-01-01,USA,29323.779519999996,146890.158,0.1996
Williamson County,2021-01-01,USA,897502.8329199997,4495408.133,0.1996
Ionia County,2021-01-01,USA,58797.63923000003,294781.939,0.1995
Floyd County,2021-01-01,USA,3474.3291400000003,17438.31,0.1992
McDowell County,2021-01-01,USA,57458.10495000001,288508.95,0.1992
Hunterdon County,2021-01-01,USA,195547.58191000004,982877.018,0.199
Tipton County,2021-01-01,USA,80326.77787999998,403715.189,0.199
Saint Helena Parish,2021-01-01,USA,1487.34889,7477.8,0.1989
Marlboro County,2021-01-01,USA,38171.36034,192054.676,0.1988
Conejos County,2021-01-01,USA,3570.47309,17973.23,0.1987
Gloucester County,2021-01-01,USA,25248.371970000004,127061.996,0.1987
Tazewell County,2021-01-01,USA,53366.757190000004,268941.435,0.1984
Tate County,2021-01-01,USA,17522.706279999995,88326.445,0.1984
Warren County,2021-01-01,USA,53011.506389999995,267356.937,0.1983
Waterbury Urban Area,2021-01-01,USA,446182.9402099998,2251411.618,0.1982
Yates County,2021-01-01,USA,8175.962600000002,41260.016,0.1982
Columbia County,2021-01-01,USA,49543.81604,250120.766,0.1981
Chester County,2021-01-01,USA,1003045.5624899999,5064114.469,0.1981
Antrim County,2021-01-01,USA,15682.155420000001,79166.593,0.1981
Mariposa County,2021-01-01,USA,4786.756969999999,24181.965,0.1979
Oconee County,2021-01-01,USA,30903.50003,156135.422,0.1979
Juniata County,2021-01-01,USA,19898.95953000001,100748.215,0.1975
Herkimer County,2021-01-01,USA,40214.41343999999,203790.558,0.1973
Albany Urban Area,2021-01-01,USA,1490113.6958799998,7556474.162,0.1972
Loudoun County,2021-01-01,USA,879758.4845600001,4469150.255,0.1969
Franklin County,2021-01-01,USA,9613.633810000003,48832.514,0.1969
Crow Wing County,2021-01-01,USA,107471.54188,546359.671,0.1967
Fort Bend County,2021-01-01,USA,1002642.8347300001,5098356.654,0.1967
Bent County,2021-01-01,USA,3001.96325,15277.041,0.1965
Hawkins County,2021-01-01,USA,86341.05180999999,439333.253,0.1965
Cibola County,2021-01-01,USA,22660.73826,115303.857,0.1965
Knox County,2021-01-01,USA,39795.11105000001,202522.444,0.1965
Kitsap County,2021-01-01,USA,335003.3095300002,1708464.607,0.1961
Hill County,2021-01-01,USA,13572.19878,69234.213,0.196
Schuyler County,2021-01-01,USA,17395.22831,88900.106,0.1957
Lewis County,2021-01-01,USA,9081.83283,46430.375,0.1956
Montcalm County,2021-01-01,USA,61296.669160000005,313947.329,0.1952
Middlesex County,2021-01-01,USA,2991474.3113700007,15332301.251,0.1951
Cannon County,2021-01-01,USA,5671.654510000001,29095.919,0.1949
Sharp County,2021-01-01,USA,8513.776559999998,43683.819,0.1949
Alpine County,2021-01-01,USA,1071.6411599999997,5504.544,0.1947
Decatur County,2021-01-01,USA,7516.068019999998,38647.912,0.1945
Montgomery County,2021-01-01,USA,2050166.01651,10548128.713,0.1944
Lake Michigan,2021-01-01,USA,42810.39273000001,220301.836,0.1943
Gadsden County,2021-01-01,USA,84051.43576999998,432581.085,0.1943
Lewis County,2021-01-01,USA,13032.046180000001,67133.41,0.1941
Burke County,2021-01-01,USA,164190.45941,845696.393,0.1941
Rowan County,2021-01-01,USA,42315.19761000002,218101.601,0.194
Madison County,2021-01-01,USA,1793.0358500000004,9244.886,0.1939
King George County,2021-01-01,USA,43214.954419999995,222918.693,0.1939
Telfair County,2021-01-01,USA,19902.85474,102645.349,0.1939
Fredericksburg Independent City,2021-01-01,USA,83491.05068,430827.797,0.1938
Orange County,2021-01-01,USA,289581.7407099999,1494904.653,0.1937
Lenawee County,2021-01-01,USA,182957.43972999995,944913.176,0.1936
Cecil County,2021-01-01,USA,264328.1652699999,1366244.05,0.1935
Trousdale County,2021-01-01,USA,5005.670369999999,25882.914,0.1934
Bedford County,2021-01-01,USA,44343.24756000001,229575.418,0.1932
Buffalo County,2021-01-01,USA,30325.019449999993,157042.618,0.1931
Calhoun County,2021-01-01,USA,2440.3825300000003,12654.199,0.1929
Lincoln County,2021-01-01,USA,74084.25303,384946.257,0.1925
Perry County,2021-01-01,USA,500.9712300000001,2605.661,0.1923
Hardin County,2021-01-01,USA,882.9760100000001,4590.857,0.1923
McDonald County,2021-01-01,USA,25936.149030000008,134924.693,0.1922
Cook County,2021-01-01,USA,6848.013800000002,35633.557,0.1922
Saint Louis County,2021-01-01,USA,348921.83567999996,1817809.541,0.1919
Yadkin County,2021-01-01,USA,18816.592139999997,98136.807,0.1917
Bath County,2021-01-01,USA,2379.5150300000005,12418.959,0.1916
Marshall County,2021-01-01,USA,6795.970109999999,35462.494,0.1916
Lapeer County,2021-01-01,USA,80064.66614,418303.022,0.1914
Oceana County,2021-01-01,USA,20577.716979999994,107531.282,0.1914
Carroll County,2021-01-01,USA,980.2597100000002,5127.528,0.1912
Montgomery County,2021-01-01,USA,72769.42557999997,380644.604,0.1912
Gunnison County,2021-01-01,USA,14498.500649999998,75834.958,0.1912
Ulster County,2021-01-01,USA,149698.44909,783461.179,0.1911
Breathitt County,2021-01-01,USA,5652.493249999999,29597.371,0.191
Greene County,2021-01-01,USA,30385.683190000007,159246.552,0.1908
Chester County,2021-01-01,USA,13869.600149999998,72687.053,0.1908
Montgomery County,2021-01-01,USA,9912.439359999998,52003.58,0.1906
Alexander County,2021-01-01,USA,23946.794900000008,125687.848,0.1905
Custer County,2021-01-01,USA,1462.0969099999993,7679.913,0.1904
Alcona County,2021-01-01,USA,2431.0040699999995,12780.544,0.1902
Lincoln County,2021-01-01,USA,140602.68853000004,739880.85,0.19
Fairfield County,2021-01-01,USA,166761.02012,878060.801,0.1899
Crook County,2021-01-01,USA,2160.69812,11385.717,0.1898
Springfield Urban Area,2021-01-01,USA,1257894.52252,6628632.471,0.1898
Gallatin County,2021-01-01,USA,271275.27823,1430092.562,0.1897
Barrow County,2021-01-01,USA,254952.59105,1344010.816,0.1897
Ann Arbor Urban Area,2021-01-01,USA,1068967.1407800002,5645247.802,0.1894
Washtenaw County,2021-01-01,USA,1045915.3913700001,5524742.083,0.1893
Columbiana County,2021-01-01,USA,174840.97785999998,924317.065,0.1892
Jerome County,2021-01-01,USA,41868.38096,221299.551,0.1892
Tyrrell County,2021-01-01,USA,855.5191599999999,4523.033,0.1891
Carver County,2021-01-01,USA,195664.09441999995,1035636.099,0.1889
Aroostook County,2021-01-01,USA,112955.14068000003,598308.157,0.1888
Pickens County,2021-01-01,USA,198999.15519999998,1055185.041,0.1886
Carter County,2021-01-01,USA,74603.21414,395855.815,0.1885
Boston Urban Area,2021-01-01,USA,4868828.66687,25872056.358,0.1882
Amherst County,2021-01-01,USA,21840.34122,116232.244,0.1879
Licking County,2021-01-01,USA,355224.8615200001,1890628.59,0.1879
Bristol County,2021-01-01,USA,1071322.43931,5707956.158,0.1877
Iron County,2021-01-01,USA,7625.844200000001,40628.585,0.1877
Nevada County,2021-01-01,USA,69472.91076999997,370049.809,0.1877
Preston County,2021-01-01,USA,6146.248240000001,32806.226,0.1874
Jefferson County,2021-01-01,USA,57777.89076999999,308354.426,0.1874
Bonner County,2021-01-01,USA,52341.05296999998,279706.885,0.1871
Amelia County,2021-01-01,USA,14440.53841,77221.911,0.187
Elmore County,2021-01-01,USA,89283.79755999996,478875.754,0.1864
Torrance County,2021-01-01,USA,7583.756090000002,40727.862,0.1862
Douglas County,2021-01-01,USA,596561.7412699999,3203974.938,0.1862
Madison County,2021-01-01,USA,11376.24728,61135.401,0.1861
Somerset County,2021-01-01,USA,33457.22110999999,179797.66,0.1861
Fremont County,2021-01-01,USA,7620.548359999999,40980.822,0.186
Robertson County,2021-01-01,USA,394.26920000000007,2121.456,0.1858
Kauai County,2021-01-01,USA,38074.90060000001,204936.782,0.1858
Holmes County,2021-01-01,USA,4751.09493,25582.594,0.1857
Towns County,2021-01-01,USA,9513.820309999997,51223.744,0.1857
Louisa County,2021-01-01,USA,36249.44310999999,195261.499,0.1856
Beaufort County,2021-01-01,USA,136535.9888,735628.376,0.1856
Armstrong County,2021-01-01,USA,126156.46274000005,679960.025,0.1855
Burnett County,2021-01-01,USA,18003.513990000003,97241.989,0.1851
Johnson County,2021-01-01,USA,4994.342290000001,26974.694,0.1851
Haywood County,2021-01-01,USA,55093.20292,297876.307,0.185
Morrow County,2021-01-01,USA,55797.00656999998,301768.86,0.1849
Hickory County,2021-01-01,USA,1294.8380399999994,7002.23,0.1849
Marion County,2021-01-01,USA,8186.792539999999,44270.736,0.1849
El Dorado County,2021-01-01,USA,134542.42239,727684.421,0.1849
Christian County,2021-01-01,USA,114485.29600000002,619620.366,0.1848
Albany County,2021-01-01,USA,811430.8239,4395178.69,0.1846
Wilson County,2021-01-01,USA,20504.80746,111157.515,0.1845
Brown County,2021-01-01,USA,28844.47962000001,156312.82,0.1845
Sweet Grass County,2021-01-01,USA,1532.74001,8316.316,0.1843
Carter County,2021-01-01,USA,762.64787,4139.172,0.1843
Hubbard County,2021-01-01,USA,28936.961199999998,157088.351,0.1842
Starr County,2021-01-01,USA,21579.074060000006,117147.934,0.1842
Ritchie County,2021-01-01,USA,3857.8529199999984,20959.218,0.1841
West Chester Urban Area,2021-01-01,USA,645779.0528,3511246.001,0.1839
Shoshone County,2021-01-01,USA,15378.938190000003,83667.8,0.1838
Fairfax County,2021-01-01,USA,2364703.7736300007,12864948.12,0.1838
Treutlen County,2021-01-01,USA,2113.8403099999996,11501.471,0.1838
Beaverhead County,2021-01-01,USA,9477.838329999999,51584.669,0.1837
Greene County,2021-01-01,USA,17654.200510000006,96104.488,0.1837
Saratoga County,2021-01-01,USA,391319.46241000004,2131412.034,0.1836
Shiawassee County,2021-01-01,USA,82700.33948000001,450672.754,0.1835
Middlesex County,2021-01-01,USA,3654.96206,19930.242,0.1834
Charlton County,2021-01-01,USA,6033.484839999998,32891.746,0.1834
Clay County,2021-01-01,USA,330.6718799999998,1805.04,0.1832
Valley County,2021-01-01,USA,5230.76666,28581.455,0.183
Lafayette County,2021-01-01,USA,2309.131799999999,12616.023,0.183
Schoharie County,2021-01-01,USA,22296.88866,121863.29,0.183
Brockton Urban Area,2021-01-01,USA,585069.8886999999,3196775.604,0.183
Fallon County,2021-01-01,USA,2709.071389999999,14806.295,0.183
Oswego County,2021-01-01,USA,169752.85064,928921.598,0.1827
Pasquotank County,2021-01-01,USA,52065.06982999997,285305.461,0.1825
Granite County,2021-01-01,USA,3336.15516,18284.834,0.1825
Willacy County,2021-01-01,USA,6471.856199999999,35482.296,0.1824
Washington D.C. Urban Area,2021-01-01,USA,11939324.920169998,65443912.672,0.1824
Bracken County,2021-01-01,USA,3165.7457900000004,17363.217,0.1823
Granville County,2021-01-01,USA,69469.66212,381047.952,0.1823
Gilchrist County,2021-01-01,USA,25376.669799999992,139253.596,0.1822
Caldwell County,2021-01-01,USA,153460.06495000003,842247.76,0.1822
Jones County,2021-01-01,USA,2193.6306599999994,12041.044,0.1822
Jasper County,2021-01-01,USA,18793.61395,103217.818,0.1821
Colleton County,2021-01-01,USA,21290.808730000004,117019.716,0.1819
Jefferson County,2021-01-01,USA,7421.036519999997,40825.065,0.1818
Lincoln County,2021-01-01,USA,12419.39119,68317.572,0.1818
Hardeman County,2021-01-01,USA,38771.58561999999,213495.547,0.1816
Oregon County,2021-01-01,USA,3480.8526899999997,19181.643,0.1815
Ouray County,2021-01-01,USA,3845.7963800000007,21190.286,0.1815
Prairie County,2021-01-01,USA,582.2681600000001,3210.874,0.1813
Steuben County,2021-01-01,USA,168745.88819,931334.748,0.1812
Binghamton Urban Area,2021-01-01,USA,331242.9499300001,1827748.851,0.1812
Park County,2021-01-01,USA,17007.92002,93872.675,0.1812
Androscoggin County,2021-01-01,USA,246177.15242000006,1359584.984,0.1811
Broome County,2021-01-01,USA,330726.74159999995,1826963.05,0.181
Dawes County,2021-01-01,USA,7698.767360000001,42560.965,0.1809
Passaic County,2021-01-01,USA,832855.6684499999,4603334.487,0.1809
Hartford Urban Area,2021-01-01,USA,2070674.4753299998,11449688.591,0.1808
Morrison County,2021-01-01,USA,31240.80976,172872.656,0.1807
Reading Urban Area,2021-01-01,USA,1040236.5968700001,5758964.449,0.1806
El Paso County,2021-01-01,USA,1461414.2704999996,8095541.495,0.1805
Kittson County,2021-01-01,USA,10067.922270000003,55804.787,0.1804
Carroll County,2021-01-01,USA,16649.91973,92298.119,0.1804
Surry County,2021-01-01,USA,120362.61922,667295.825,0.1804
Essex County,2021-01-01,USA,1589312.9795500003,8817097.249,0.1803
Brantley County,2021-01-01,USA,7624.240639999999,42287.616,0.1803
Colorado Springs Urban Area,2021-01-01,USA,1449796.10381,8039561.657,0.1803
Claiborne County,2021-01-01,USA,50039.905499999986,277964.705,0.18
Isabella County,2021-01-01,USA,190723.4258799999,1060357.773,0.1799
Ripley County,2021-01-01,USA,7541.723,41948.854,0.1798
Waldo County,2021-01-01,USA,33034.67779,183866.448,0.1797
Goochland County,2021-01-01,USA,16556.413899999996,92174.998,0.1796
Alexandria Independent City,2021-01-01,USA,343834.13791999995,1914911.786,0.1796
Hancock County,2021-01-01,USA,205560.37571000005,1144721.893,0.1796
Campbell County,2021-01-01,USA,37306.46816,207809.447,0.1795
Wayne County,2021-01-01,USA,23034.5934,128395.735,0.1794
Montgomery County,2021-01-01,USA,863896.81245,4816838.622,0.1793
Adair County,2021-01-01,USA,18353.16381999999,102415.023,0.1792
Cambria County,2021-01-01,USA,156428.57353999998,873403.214,0.1791
Allentown Urban Area,2021-01-01,USA,2589287.5161099997,14466353.344,0.179
Bland County,2021-01-01,USA,2691.7833099999993,15043.605,0.1789
Bastrop County,2021-01-01,USA,50338.49001000002,281605.192,0.1788
Lincoln County,2021-01-01,USA,5063.771779999998,28318.372,0.1788
Oconee County,2021-01-01,USA,116517.27491000001,652243.53,0.1786
Texas County,2021-01-01,USA,18204.948040000003,101929.601,0.1786
Owen County,2021-01-01,USA,4372.50154,24511.626,0.1784
Tooele County,2021-01-01,USA,64952.34440999999,364197.591,0.1783
Walton County,2021-01-01,USA,167449.79593000002,939836.35,0.1782
Roberts County,2021-01-01,USA,9695.051159999999,54393.492,0.1782
Rutherford County,2021-01-01,USA,123023.19618999999,690706.742,0.1781
Hood River County,2021-01-01,USA,39051.76948999999,219387.009,0.178
Adams County,2021-01-01,USA,130215.89676999999,731500.483,0.178
Starke County,2021-01-01,USA,19840.82231999999,111552.912,0.1779
Fayette County,2021-01-01,USA,127220.88986999998,715286.036,0.1779
Madera Urban Area,2021-01-01,USA,106864.08685,600587.115,0.1779
Tyler County,2021-01-01,USA,8763.278029999998,49330.841,0.1776
Morris County,2021-01-01,USA,915331.6366799999,5154257.508,0.1776
Hampton County,2021-01-01,USA,15989.72209,90358.238,0.177
Todd County,2021-01-01,USA,27419.112730000004,155037.665,0.1769
Koochiching County,2021-01-01,USA,45774.766970000004,258873.143,0.1768
San Francisco County,2021-01-01,USA,1502211.6264500006,8502583.069,0.1767
Whitley County,2021-01-01,USA,23202.351319999998,131326.488,0.1767
Arenac County,2021-01-01,USA,8939.759730000002,50626.439,0.1766
Union County,2021-01-01,USA,1558363.9014199995,8823833.864,0.1766
Medina County,2021-01-01,USA,248926.04528000002,1410273.866,0.1765
Sullivan County,2021-01-01,USA,323.9105100000001,1835.29,0.1765
Lawrence County,2021-01-01,USA,82405.31779000002,466986.646,0.1765
Norfolk County,2021-01-01,USA,1225943.2998199996,6954317.933,0.1763
Watsonville Urban Area,2021-01-01,USA,209163.89378999994,1187071.178,0.1762
Clinton County,2021-01-01,USA,96206.13504000002,546604.87,0.176
Osceola County,2021-01-01,USA,23637.87361000001,134309.277,0.176
Hartford County,2021-01-01,USA,1839930.5849400004,10459047.963,0.1759
Oglethorpe County,2021-01-01,USA,11090.151349999996,63068.848,0.1758
Prince George's County,2021-01-01,USA,2283877.4157400005,12995978.647,0.1757
Perry County,2021-01-01,USA,7964.91738,45338.516,0.1757
Berks County,2021-01-01,USA,878895.0329399998,5003053.275,0.1757
Jackson County,2021-01-01,USA,293809.66783,1672005.705,0.1757
Big Horn County,2021-01-01,USA,6532.946870000003,37211.864,0.1756
Concho County,2021-01-01,USA,1482.0381300000004,8439.473,0.1756
Oneida County,2021-01-01,USA,368470.42189000006,2099167.393,0.1755
Montmorency County,2021-01-01,USA,2038.1261800000002,11611.462,0.1755
Union County,2021-01-01,USA,52176.410950000005,297265.019,0.1755
Schuyler County,2021-01-01,USA,1020.08094,5813.167,0.1755
Austin Urban Area,2021-01-01,USA,3701566.71052,21092961.35,0.1755
Cleveland County,2021-01-01,USA,215633.14205,1229131.97,0.1754
Saint Francis County,2021-01-01,USA,35330.418170000004,201406.5,0.1754
Portland Urban Area,2021-01-01,USA,604160.9482200001,3448309.503,0.1752
Montgomery County,2021-01-01,USA,1581477.2172999997,9029030.69,0.1752
Eddy County,2021-01-01,USA,1250.5360899999996,7143.634,0.1751
Ravalli County,2021-01-01,USA,22479.8878,128554.453,0.1749
Polk County,2021-01-01,USA,58052.48001000001,332187.516,0.1748
Transylvania County,2021-01-01,USA,15750.617150000004,90131.718,0.1748
Orange County,2021-01-01,USA,38632.20048000001,221137.226,0.1747
Butler County,2021-01-01,USA,387781.1096699999,2220493.389,0.1746
Gibson County,2021-01-01,USA,61914.51386000002,355159.404,0.1743
Tucker County,2021-01-01,USA,4818.383970000001,27636.707,0.1743
Claiborne Parish,2021-01-01,USA,5492.875959999999,31538.496,0.1742
Pennington County,2021-01-01,USA,47235.97547999999,271226.985,0.1742
Clermont County,2021-01-01,USA,280087.75827,1607431.091,0.1742
Fairfield County,2021-01-01,USA,31917.083820000007,183317.994,0.1741
Macon County,2021-01-01,USA,28756.62113,165189.475,0.1741
Arlington County,2021-01-01,USA,417956.33937000006,2401045.222,0.1741
Columbia County,2021-01-01,USA,126431.92243999998,726013.739,0.1741
Indiana County,2021-01-01,USA,112145.88000000002,644684.654,0.174
Rochester Urban Area,2021-01-01,USA,1663779.8721500004,9568246.376,0.1739
Sanborn County,2021-01-01,USA,1324.1039500000004,7617.986,0.1738
Catahoula Parish,2021-01-01,USA,2600.46796,14959.862,0.1738
Harnett County,2021-01-01,USA,122889.51126000001,707664.763,0.1737
Berrien County,2021-01-01,USA,270797.37459,1559242.433,0.1737
Utica Urban Area,2021-01-01,USA,339188.32159,1954383.077,0.1736
